budget,log_budget,runtime,genero_principal,estudio,diretor,ator_principal,mes_estreia,e_sequencia,e_alta_temporada,densidade_investimento,target_sucesso
13000000.0,16.380459992348886,95.0,Comedy,Savoy Pictures,John Waters,Kathleen Turner,4,0,0,136842.1052631579,0
13000000.0,16.380459992348886,94.0,Comedy,Columbia Pictures,Andrew Fleming,Kirsten Dunst,8,0,0,138297.87234042553,1
13000000.0,16.380459992348886,106.0,Music,Redeemable Features,Mark Christopher,Ryan Phillippe,8,0,0,122641.50943396226,0
13000000.0,16.380459992348886,93.0,Comedy,Relativity Media,Jon Lucas,Miles Teller,3,0,0,139784.94623655913,1
13000000.0,16.380459992348886,120.0,Drama,Filmazure,Isabel Coixet,Steve Buscemi,5,0,0,108333.33333333333,0
13000000.0,16.380459992348886,107.0,Comedy,Focus Features,Paul Weitz,Tina Fey,3,0,0,121495.32710280374,0
15000000.0,16.52356082573315,96.0,Drama,StudioCanal,Atom Egoyan,Julianne Moore,3,0,0,156250.0,0
13000000.0,16.380459992348886,91.0,Comedy,New Line Cinema,Paul Mazursky,Cher,4,0,0,142857.14285714287,0
13000000.0,16.380459992348886,125.0,Drama,Yari Film Group,Sidney Lumet,Vin Diesel,3,0,0,104000.0,0
13000000.0,16.380459992348886,102.0,Drama,Summit Entertainment,Stephen Chbosky,Logan Lerman,9,0,0,127450.98039215687,1
3000000.0,14.914123179965662,87.0,Action,New Line Cinema,Jon Hess,Thomas Ian Griffith,5,0,0,34482.75862068965,0
13000000.0,16.380459992348886,110.0,Drama,Killer Films,Douglas McGrath,Sigourney Weaver,11,0,0,118181.81818181818,0
13000000.0,16.380459992348886,91.0,Thriller,Lakeshore Entertainment,Mark Neveldine,Olivia Taylor Dudley,7,0,1,142857.14285714287,0
14350531.0,16.479297572653444,88.0,Action,UK Film Council,Joe Cornish,Nick Frost,5,0,0,163074.2159090909,0
10000000.0,16.118095750958314,127.0,Drama,FilmDistrict,Angelina Jolie,Zana Marjanović,12,0,1,78740.15748031496,0
13000000.0,16.380459992348886,94.0,Crime,TriStar Pictures,Brad Anderson,Halle Berry,3,0,0,138297.87234042553,1
13000000.0,16.380459992348886,98.0,Comedy,EuropaCorp,Glenn Ficarra,Jim Carrey,1,0,0,132653.0612244898,0
12000000.0,16.300417291085605,100.0,Adventure,Belstar Productions,Jean-Jacques Annaud,Everett McGill,12,0,1,120000.0,1
12500000.0,16.341239282272525,120.0,Drama,Fox Searchlight Pictures,Denzel Washington,Derek Luke,12,0,1,104166.66666666667,0
12500000.0,16.341239282272525,120.0,Action,Davis-Films,Tony Scott,Christian Slater,9,0,0,104166.66666666667,0
12500000.0,16.341239282272525,100.0,Crime,New Line Cinema,James Foley,Al Pacino,9,0,0,125000.0,0
12500000.0,16.341239282272525,101.0,Horror,Summit Entertainment,Stewart Hendler,Rumer Willis,9,0,0,123762.37623762376,1
12000000.0,16.300417291085605,106.0,Comedy,Sidney Kimmel Entertainment,Craig Gillespie,Ryan Gosling,10,0,0,113207.54716981133,0
12500000.0,16.341239282272525,94.0,War,Miramax Films,Mark Herman,Asa Butterfield,5,0,0,132978.72340425532,0
12800000.0,16.36495580701484,140.0,Drama,Fine Line Features,Lars von Trier,Björk,5,0,0,91428.57142857143,1
12500000.0,16.341239282272525,99.0,Crime,C&P Productions,Abel Ferrara,Christopher Walken,1,0,0,126262.62626262626,0
15000000.0,16.52356082573315,90.0,Comedy,Smartest Man Productions,Brian Koppelman,Michael Douglas,9,0,0,166666.66666666666,0
20000000.0,16.811242881518265,105.0,Action,Dune Entertainment,Robert Rodriguez,Danny Trejo,9,0,0,190476.19047619047,0
12500000.0,16.341239282272525,108.0,Crime,An Olive Branch Productions,George Hickenlooper,Kevin Spacey,9,0,0,115740.74074074074,0
12300000.0,16.325109901643454,69.0,Animation,Lucasfilm,Don Bluth,Gabriel Damon,11,0,0,178260.86956521738,1
12500000.0,16.341239282272525,118.0,Drama,HighRoad Entertainment,William Dear,Clifton Collins Jr,4,0,0,105932.20338983051,0
8000000.0,15.894952224644102,122.0,Drama,Warner Bros.,William Friedkin,Linda Blair,12,0,1,65573.77049180328,1
7000000.0,15.76142084987672,124.0,Horror,Universal Pictures,Steven Spielberg,Roy Scheider,6,0,1,56451.6129032258,1
11000000.0,16.213405921671733,95.0,Comedy,Universal Pictures,Chris Weitz,Jason Biggs,7,0,1,115789.47368421052,1
12516654.0,16.342570715415327,78.0,Animation,StudioCanal,Stéphane Aubier,Anne-Marie Loop,12,0,1,160469.92307692306,0
25000000.0,17.034386422832473,94.0,Action,Paramount Pictures,Michael Ritchie,Eddie Murphy,12,0,1,265957.44680851063,1
12000000.0,16.300417291085605,122.0,Comedy,Rainforest Films,Tim Story,Michael Ealy,4,0,0,98360.65573770492,1
12000000.0,16.300417291085605,102.0,Comedy,Metro-Goldwyn-Mayer (MGM),Tim Story,Ice Cube,4,0,0,117647.05882352941,1
12000000.0,16.300417291085605,113.0,Action,Paramount Pictures,Nicholas Meyer,William Shatner,6,0,1,106194.69026548673,1
15000000.0,16.52356082573315,86.0,Comedy,Warner Bros.,Tom Shadyac,Jim Carrey,2,0,0,174418.60465116278,1
12000000.0,16.300417291085605,114.0,Thriller,United Artists,John Badham,Matthew Broderick,6,0,1,105263.15789473684,1
12000000.0,16.300417291085605,113.0,Crime,Paramount Pictures,Peter Weir,Harrison Ford,2,0,0,106194.69026548673,1
12000000.0,16.300417291085605,110.0,Action,Relativity Media,Mike McCoy,Roselyn Sánchez,2,0,0,109090.90909090909,1
12000000.0,16.300417291085605,104.0,Music,Summit Entertainment,Anne Fletcher,Channing Tatum,8,0,0,115384.61538461539,1
12000000.0,16.300417291085605,154.0,Comedy,Miramax Films,Quentin Tarantino,Pam Grier,12,0,1,77922.07792207792,1
12000000.0,16.300417291085605,107.0,Comedy,New Line Cinema,Jon Hurwitz,John Cho,4,0,0,112149.53271028037,1
15000000.0,16.52356082573315,84.0,Science Fiction,Twentieth Century Fox Film Corporation,Josh Trank,Dane DeHaan,2,0,0,178571.42857142858,1
12000000.0,16.300417291085605,132.0,Music,United Artists,Barbra Streisand,Barbra Streisand,11,0,0,90909.09090909091,1
5000000.0,15.424948670398354,116.0,Family,Handmade Films Ltd.,Terry Gilliam,Sean Connery,7,0,1,43103.44827586207,1
12000000.0,16.300417291085605,93.0,Action,Paramount Pictures,Tamra Davis,Britney Spears,2,0,0,129032.25806451614,1
12000000.0,16.300417291085605,88.0,Comedy,Silver Pictures,Nima Nourizadeh,Oliver Cooper,3,0,0,136363.63636363635,1
12000000.0,16.300417291085605,172.0,Drama,Twentieth Century Fox Film Corporation,Franklin J. Schaffner,George C. Scott,1,0,0,69767.44186046511,1
12000000.0,16.300417291085605,96.0,Horror,Fox Searchlight Pictures,Mark Romanek,Robin Williams,8,0,0,125000.0,1
12000000.0,16.300417291085605,89.0,Horror,Vertigo Entertainment,John Erick Dowdle,Jennifer Carpenter,10,0,0,134831.4606741573,1
12000000.0,16.300417291085605,98.0,Drama,Paramount Vantage,David Moreau,Jessica Alba,2,0,0,122448.97959183673,1
12000000.0,16.300417291085605,97.0,Comedy,Fox Searchlight Pictures,Christopher Erskin,Cedric the Entertainer,4,0,0,123711.34020618557,1
12000000.0,16.300417291085605,93.0,Comedy,Universal Pictures,Jesse Dylan,Method Man,12,0,1,129032.25806451614,1
12000000.0,16.300417291085605,123.0,Drama,Miramax Films,Julie Taymor,Salma Hayek,8,0,0,97560.9756097561,1
12000000.0,16.300417291085605,93.0,Documentary,Paramount Pictures,Dan Cutforth,Katy Perry,6,0,1,129032.25806451614,1
12000000.0,16.300417291085605,125.0,Romance,Fox 2000 Pictures,Josh Boone,Shailene Woodley,5,0,0,96000.0,1
12000000.0,16.300417291085605,121.0,Drama,Miramax Films,John Dahl,Matt Damon,9,0,0,99173.55371900827,0
12000000.0,16.300417291085605,102.0,Horror,Paramount Pictures,John Frankenheimer,Talia Shire,1,0,0,117647.05882352941,1
12000000.0,16.300417291085605,99.0,Horror,Artisan Entertainment,David Koepp,Kevin Bacon,9,0,0,121212.12121212122,0
12000000.0,16.300417291085605,98.0,Drama,BBC Films,Stephen Frears,Judi Dench,11,0,0,122448.97959183673,1
12000000.0,16.300417291085605,104.0,Fantasy,Fox 2000 Pictures,Elizabeth Allen Rosenbaum,Emma Roberts,3,0,0,115384.61538461539,0
12000000.0,16.300417291085605,109.0,Drama,Fox 2000 Pictures,Jake Schreier,Nat Wolff,6,0,1,110091.74311926606,1
12000000.0,16.300417291085605,115.0,Drama,Paramount Vantage,Alexander Payne,Bruce Dern,9,0,0,104347.82608695653,0
12000000.0,16.300417291085605,86.0,Comedy,Walt Disney Pictures,Tim Hill,Alex D. Linz,10,0,0,139534.88372093023,0
12000000.0,16.300417291085605,94.0,Comedy,Paramount Pictures,Jason Reitman,Charlize Theron,12,0,1,127659.5744680851,0
12000000.0,16.300417291085605,88.0,Action,Lions Gate Films,Brian Taylor,Jason Statham,8,0,0,136363.63636363635,1
12000000.0,16.300417291085605,100.0,Comedy,New Line Cinema,Richard LaGravenese,Holly Hunter,10,0,0,120000.0,0
14000000.0,16.454567959008102,149.0,Action,Radiant Film GmbH,Wolfgang Petersen,Jürgen Prochnow,9,0,0,93959.73154362416,1
12000000.0,16.300417291085605,100.0,Drama,Lionsgate,Nicholas Jarecki,Richard Gere,9,0,0,120000.0,1
12000000.0,16.300417291085605,106.0,Science Fiction,Paramount Pictures,Dean Israelite,Jonny Weston,1,0,0,113207.54716981133,1
8000000.0,15.894952224644102,95.0,Action,Village Roadshow Pictures,Stuart Gordon,Christopher Lambert,9,0,0,84210.52631578948,0
12000000.0,16.300417291085605,86.0,Comedy,Shangri-La Entertainment,Christopher Guest,Catherine O'Hara,11,0,0,139534.88372093023,0
12000000.0,16.300417291085605,116.0,Drama,TriStar Pictures,Ryan Murphy,Annette Bening,10,0,0,103448.27586206897,0
12000000.0,16.300417291085605,90.0,Comedy,19 Entertainment,Robert Iscove,Kelly Clarkson,6,0,1,133333.33333333334,0
12000000.0,16.300417291085605,108.0,Comedy,Fox Searchlight Pictures,Spike Lee,Theresa Randle,3,1,0,111111.11111111111,0
12000000.0,16.300417291085605,119.0,Mystery,Pathe Productions,Jane Campion,Meg Ryan,9,0,0,100840.33613445378,0
12000000.0,16.300417291085605,110.0,Drama,2929 Productions,James Gray,Joaquin Phoenix,11,0,0,109090.90909090909,0
11000000.0,16.213405921671733,119.0,Horror,Cineclick Asia,Bong Joon-ho,Song Kang-ho,7,0,1,92436.97478991597,1
12400000.0,16.333207111220425,142.0,Comedy,France 2 Cinéma,Paolo Sorrentino,Toni Servillo,5,0,0,87323.94366197183,0
12000000.0,16.300417291085605,99.0,Drama,Fox Searchlight Pictures,Park Chan-wook,Mia Wasikowska,2,0,0,121212.12121212122,0
12000000.0,16.300417291085605,129.0,Fantasy,Paradis Films,Wong Kar-wai,Tony Leung Chiu-Wai,5,0,0,93023.25581395348,0
12000000.0,16.300417291085605,111.0,Drama,Octagon Films,Neil Jordan,Colin Farrell,9,0,0,108108.1081081081,0
12000000.0,16.300417291085605,114.0,Crime,Bandai Visual Company,Takeshi Kitano,Takeshi Kitano,9,0,0,105263.15789473684,0
12000000.0,16.300417291085605,132.0,Drama,Media Asia Films,Lu Chuan,Liu Ye,4,0,0,90909.09090909091,0
19000000.0,16.759949589762293,89.0,Animation,,Lijun Sun,Jon Heder,1,0,0,213483.14606741574,0
12000000.0,16.300417291085605,131.0,Science Fiction,Tokyo Broadcasting System (TBS),Takashi Yamazaki,Hiroyuki Ikeuchi,12,0,1,91603.0534351145,0
20000000.0,16.811242881518265,113.0,War,Midnight Sun Pictures,Renny Harlin,Rupert Friend,4,1,0,176991.15044247787,0
12000000.0,16.300417291085605,99.0,Drama,TriStar Pictures,Randall Wallace,Greg Kinnear,4,0,0,121212.12121212122,1
10000000.0,16.118095750958314,103.0,Thriller,Columbia Pictures Corporation,Guy Ritchie,Jason Statham,9,0,0,97087.3786407767,1
11500000.0,16.257857680289998,103.0,Drama,Paramount Pictures,Mary Lambert,Dale Midkiff,4,0,0,111650.4854368932,1
11000000.0,16.213405921671733,106.0,Fantasy,Amblin Entertainment,Joe Dante,Zach Galligan,6,0,1,103773.58490566038,1
11000000.0,16.213405921671733,121.0,Adventure,Lucasfilm,George Lucas,Mark Hamill,5,0,0,90909.09090909091,1
11500000.0,16.257857680289998,102.0,Comedy,Lionsgate,Dan Mazer,Zac Efron,1,0,0,112745.09803921569,1
11000000.0,16.213405921671733,197.0,Drama,Metro-Goldwyn-Mayer (MGM),David Lean,Omar Sharif,12,0,1,55837.56345177665,1
25000000.0,17.034386422832473,116.0,Drama,Paramount Pictures,David O. Russell,Mark Wahlberg,12,0,1,215517.24137931035,1
11000000.0,16.213405921671733,95.0,Action,Paramount Pictures,Jeff Tremaine,Johnny Knoxville,9,0,0,115789.47368421052,1
11000000.0,16.213405921671733,120.0,Comedy,Twentieth Century Fox Film Corporation,Jonathan Lynn,Joe Pesci,3,0,0,91666.66666666667,1
11000000.0,16.213405921671733,106.0,Drama,New Line Cinema,R.J. Cutler,Chloë Grace Moretz,8,0,0,103773.58490566038,1
11000000.0,16.213405921671733,107.0,Comedy,Paramount Pictures,David S. Ward,Tom Berenger,2,0,0,102803.73831775702,1
13000000.0,16.380459992348886,81.0,Thriller,Fox 2000 Pictures,Joel Schumacher,Colin Farrell,9,0,0,160493.82716049382,1
11000000.0,16.213405921671733,101.0,Drama,DiNovi Pictures,Adam Shankman,Mandy Moore,1,0,0,108910.89108910892,1
11000000.0,16.213405921671733,122.0,Drama,Havoc,Tim Robbins,Susan Sarandon,12,0,1,90163.9344262295,1
10500000.0,16.166885910365842,97.0,Drama,Columbia Pictures,Roger Kumble,Sarah Michelle Gellar,3,0,0,108247.42268041238,1
11000000.0,16.213405921671733,90.0,Horror,Lionsgate,Kevin Greutert,Tobin Bell,10,0,0,122222.22222222222,1
11000000.0,16.213405921671733,92.0,Comedy,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,6,0,1,119565.21739130435,1
11000000.0,16.213405921671733,114.0,Adventure,Fox Searchlight Pictures,Gina Prince-Bythewood,Dakota Fanning,9,0,0,96491.22807017544,1
11000000.0,16.213405921671733,86.0,Action,Robert Simonds Productions,Rob Pritts,Chris Kattan,10,0,0,127906.97674418605,1
12000000.0,16.300417291085605,91.0,Drama,Universal Pictures,Brian De Palma,John Lithgow,8,0,0,131868.13186813187,1
11.0,2.4849066497880004,145.0,Drama,United Artists,Norman Jewison,Sylvester Stallone,4,0,0,0.07586206896551724,0
12000000.0,16.300417291085605,100.0,Science Fiction,Cannon Pictures,Tobe Hooper,Karen Black,1,0,0,120000.0,0
11000000.0,16.213405921671733,111.0,Drama,Wildgaze Films,John Crowley,Saoirse Ronan,10,0,0,99099.0990990991,1
11000000.0,16.213405921671733,184.0,Drama,Hawk Films,Stanley Kubrick,Ryan O'Neal,12,0,1,59782.608695652176,0
24000000.0,16.993564429978885,89.0,Comedy,Spyglass Entertainment,Brendan Malloy,Jason London,11,0,0,269662.9213483146,0
24000000.0,16.993564429978885,84.0,Comedy,SNL Studios,Reginald Hudlin,Tim Meadows,10,0,0,285714.28571428574,0
11000000.0,16.213405921671733,98.0,Drama,BBC Films,Dustin Hoffman,Maggie Smith,9,0,0,112244.89795918367,1
11000000.0,16.213405921671733,95.0,Comedy,Columbia Pictures,Gregory Poirier,Jerry O'Connell,3,0,0,115789.47368421052,1
11000000.0,16.213405921671733,100.0,Drama,Cinerenta Medienbeteiligungs KG,Bill Paxton,Bill Paxton,11,0,0,110000.0,0
11000000.0,16.213405921671733,120.0,Drama,BBC Films,Simon Curtis,Helen Mirren,4,0,0,91666.66666666667,1
14000000.0,16.454567959008102,86.0,Comedy,Sony Pictures,Dewey Nicks,Jason Segel,2,0,0,162790.6976744186,0
11000000.0,16.213405921671733,118.0,Romance,Paramount Pictures,Lasse Hallström,Johnny Depp,12,0,1,93220.33898305085,1
10000000.0,16.118095750958314,125.0,Drama,Gospel of John Ltd.,Philip Saville,Christopher Plummer,9,0,0,80000.0,0
11000000.0,16.213405921671733,113.0,Comedy,"Samuel Goldwyn Company, The",Mira Nair,Marisa Tomei,5,0,0,97345.13274336283,0
11000000.0,16.213405921671733,105.0,Drama,StudioCanal,Joel Coen,Oscar Isaac,10,0,0,104761.90476190476,1
11000000.0,16.213405921671733,98.0,Drama,Columbia Pictures Corporation,William A. Graham,Milla Jovovich,8,0,0,112244.89795918367,0
11000000.0,16.213405921671733,124.0,Drama,Paramount Pictures,Martin Ritt,Sean Connery,1,0,0,88709.67741935483,0
10800000.0,16.195056784687036,92.0,Horror,Lionsgate,David Hackl,Tobin Bell,10,0,0,117391.30434782608,1
7400000.0,15.816990693309524,193.0,Drama,Yash Raj Films,Karan Johar,Shah Rukh Khan,8,0,0,38341.9689119171,1
14000000.0,16.454567959008102,97.0,Drama,Miramax Films,Oliver Parker,Cate Blanchett,4,0,0,144329.8969072165,0
10500000.0,16.166885910365842,149.0,Science Fiction,Stanley Kubrick Productions,Stanley Kubrick,Keir Dullea,4,0,0,70469.79865771811,1
10500000.0,16.166885910365842,115.0,Science Fiction,Universal Pictures,Steven Spielberg,Henry Thomas,4,0,0,91304.34782608696,1
10000000.0,16.118095750958314,97.0,Romance,Castle Rock Entertainment,Jon Kasdan,Meg Ryan,4,0,0,103092.78350515464,0
10500000.0,16.166885910365842,99.0,Drama,Nelson Entertainment,Floyd Mutrux,Dermot Mulroney,9,0,0,106060.60606060606,0
12000000.0,16.300417291085605,145.0,History,Dos Corazones,Dean Wright,Eva Longoria,6,0,1,82758.62068965517,0
10000000.0,16.118095750958314,126.0,Drama,Miramax Films,Gus Van Sant,Robin Williams,12,0,1,79365.07936507936,1
10000000.0,16.118095750958314,108.0,Horror,Lions Gate Films,Darren Lynn Bousman,Tobin Bell,10,0,0,92592.5925925926,1
10000000.0,16.118095750958314,106.0,Action,Columbia Pictures Industries,Ivan Reitman,Bill Murray,6,0,1,94339.62264150943,1
28000000.0,17.147715103853763,98.0,Comedy,Beacon Communications,Peyton Reed,Kirsten Dunst,8,0,0,285714.28571428574,1
10000000.0,16.118095750958314,105.0,Action,Universal Pictures,James DeMonaco,Elizabeth Mitchell,6,1,1,95238.09523809524,1
10000000.0,16.118095750958314,95.0,Comedy,Miramax Films,Robert Iscove,Freddie Prinze Jr.,1,0,0,105263.15789473684,1
10000000.0,16.118095750958314,93.0,Horror,Lions Gate Films,Darren Lynn Bousman,Tobin Bell,10,0,0,107526.8817204301,1
10000000.0,16.118095750958314,101.0,Drama,Universal Pictures,Geoffrey Sax,Michael Keaton,1,0,0,99009.900990099,1
6000000.0,15.607270193858982,110.0,Drama,Lions Gate Films,Tyler Perry,Tyler Perry,2,0,0,54545.454545454544,1
13800000.0,16.440179222591198,119.0,Drama,Silver Screen Partners,Martin Scorsese,Paul Newman,10,0,0,115966.38655462184,1
10000000.0,16.118095750958314,178.0,Action,Twentieth Century Fox Film Corporation,Bernhard Wicki,Eddie Albert,9,0,0,56179.77528089887,1
10000000.0,16.118095750958314,101.0,Comedy,Walt Disney,Stephen Herek,Emilio Estevez,10,0,0,99009.900990099,1
10000000.0,16.118095750958314,92.0,Horror,Ghost House Pictures,Takashi Shimizu,Sarah Michelle Gellar,10,0,0,108695.65217391304,1
12000000.0,16.300417291085605,92.0,Comedy,Universal Pictures,Dennis Dugan,Adam Sandler,2,0,0,130434.78260869565,1
10000000.0,16.118095750958314,90.0,Horror,United Artists,Victor Salva,Gina Philips,7,0,1,111111.11111111111,1
10000000.0,16.118095750958314,90.0,Adventure,Orion Pictures,Stephen Herek,Keanu Reeves,2,0,0,111111.11111111111,1
10000000.0,16.118095750958314,153.0,Drama,Columbia Pictures Corporation,Carol Reed,Ron Moody,9,0,0,65359.47712418301,1
10000000.0,16.118095750958314,124.0,Drama,Participant Media,John Madden,Bill Nighy,11,0,0,80645.16129032258,1
10000000.0,16.118095750958314,83.0,Science Fiction,Walt Disney Television Animation,Chuck Sheetz,Rickey D'Shon Collins,1,0,0,120481.92771084337,1
12305523.0,16.325558825215925,107.0,Action,Kennedy Miller Productions,George Miller,Mel Gibson,6,1,1,115004.88785046729,1
10000000.0,16.118095750958314,90.0,Action,Twentieth Century Fox Film Corporation,Mark L. Lester,Arnold Schwarzenegger,10,0,0,111111.11111111111,1
10000000.0,16.118095750958314,97.0,Horror,Lakeshore Entertainment,William Brent Bell,Lauren Cohan,1,0,0,103092.78350515464,1
10000000.0,16.118095750958314,80.0,Horror,Universal Pictures,John Erick Dowdle,Chris Messina,1,0,0,125000.0,1
20000000.0,16.811242881518265,85.0,Comedy,New Line Cinema,Marcus Raboy,Ice Cube,11,0,0,235294.11764705883,0
10000000.0,16.118095750958314,97.0,Drama,Sony Pictures,Leigh Whannell,Dermot Mulroney,6,1,1,103092.78350515464,1
10000000.0,16.118095750958314,108.0,Action,TriStar Pictures,Michael Schultz,Taimak,3,0,0,92592.5925925926,1
10000000.0,16.118095750958314,108.0,Horror,New Line Cinema,Brett Leonard,Jeff Fahey,3,0,0,92592.5925925926,1
9000000.0,16.012735246411598,89.0,Comedy,Columbia Pictures,Peter Sollett,Michael Cera,10,0,0,101123.59550561798,1
10000000.0,16.118095750958314,130.0,Fantasy,Lions Gate,Kevin Smith,Ben Affleck,11,0,0,76923.07692307692,1
10000000.0,16.118095750958314,101.0,Drama,Warner Bros.,Steven Spielberg,Albert Brooks,6,0,1,99009.900990099,1
15000000.0,16.52356082573315,114.0,Action,United Artists,Rowdy Herrington,Patrick Swayze,5,0,0,131578.94736842104,1
10000000.0,16.118095750958314,100.0,Action,Caravan Pictures,Keenen Ivory Wayans,Keenen Ivory Wayans,11,0,0,100000.0,1
8500000.0,15.955576839107596,84.0,Drama,Twentieth Century Fox Film Corporation,John Polson,Jesse Bradford,9,0,0,101190.47619047618,1
12000000.0,16.300417291085605,103.0,Comedy,Lionsgate,Greg Coolidge,Dane Cook,10,0,0,116504.85436893204,1
10000000.0,16.118095750958314,100.0,Comedy,Columbia Pictures,Deborah Kaplan,Jennifer Love Hewitt,6,0,1,100000.0,1
10000000.0,16.118095750958314,91.0,Crime,American Zoetrope,Francis Ford Coppola,Matt Dillon,3,0,0,109890.10989010989,1
65000000.0,17.989897843244528,102.0,Adventure,Walt Disney Pictures,David Lowery,Bryce Dallas Howard,8,0,0,637254.9019607843,1
10000000.0,16.118095750958314,103.0,Horror,Paramount Pictures,David Cronenberg,Christopher Walken,10,0,0,97087.3786407767,1
10000000.0,16.118095750958314,97.0,Horror,Alliance Films,Ciaran Foy,Shannyn Sossamon,8,1,0,103092.78350515464,1
14000000.0,16.454567959008102,116.0,Drama,TriStar Pictures,Salim Akil,Whitney Houston,8,0,0,120689.6551724138,0
10000000.0,16.118095750958314,98.0,Mystery,Universal Pictures,Olatunde Osunsanmi,Milla Jovovich,11,0,0,102040.8163265306,1
9000000.0,16.012735246411598,93.0,Comedy,Touchstone Pictures,Wes Anderson,Jason Schwartzman,9,0,0,96774.19354838709,0
10000000.0,16.118095750958314,100.0,Science Fiction,Rogue Pictures,Colin Strause,Eric Balfour,11,0,0,100000.0,1
10000000.0,16.118095750958314,122.0,Drama,Fox Searchlight Pictures,John Madden,Dev Patel,2,0,0,81967.2131147541,1
10000000.0,16.118095750958314,129.0,Drama,Universal Pictures,Spike Lee,Denzel Washington,8,0,0,77519.37984496124,0
11000000.0,16.213405921671733,96.0,Action,Universal Pictures,Ron Underwood,Kevin Bacon,1,0,0,114583.33333333333,1
12600000.0,16.349207451286784,84.0,Horror,Summit Entertainment,Rob Schmidt,Desmond Harrington,5,0,0,150000.0,1
10000000.0,16.118095750958314,99.0,Western,United Artists,Walter Hill,David Carradine,5,0,0,101010.101010101,0
25000000.0,17.034386422832473,110.0,Action,New Line Cinema,James Foley,Mark Wahlberg,3,0,0,227272.72727272726,0
10000000.0,16.118095750958314,130.0,Drama,FilmNation Entertainment,Jeff Nichols,Matthew McConaughey,5,0,0,76923.07692307692,1
10000000.0,16.118095750958314,84.0,Action,Paramount Pictures,Ben Garant,Lennie Loftin,2,0,0,119047.61904761905,1
6400000.0,15.671808704579888,99.0,Drama,BBC Films,Simon Curtis,Michelle Williams,10,0,0,64646.46464646464,1
10000000.0,16.118095750958314,96.0,Action,Miramax Films,Richard Shepard,Pierce Brosnan,5,0,0,104166.66666666667,0
5000000.0,15.424948670398354,108.0,Thriller,Blumhouse Productions,Joel Edgerton,Jason Bateman,7,0,1,46296.2962962963,1
10000000.0,16.118095750958314,89.0,Comedy,Twentieth Century Fox Film Corporation,Mike Judge,Ron Livingston,2,0,0,112359.55056179775,0
10000000.0,16.118095750958314,98.0,Comedy,New Line Cinema,Michael Patrick Jann,Kirsten Dunst,7,0,1,102040.8163265306,0
10000000.0,16.118095750958314,105.0,Drama,The Weinstein Company,Tim Burton,Amy Adams,12,0,1,95238.09523809524,1
30000000.0,17.216707972959764,100.0,Comedy,Initial Entertainment Group (IEG),Peter Berg,Jon Favreau,9,0,0,300000.0,0
10000000.0,16.118095750958314,114.0,Crime,Columbia Pictures Corporation,Brian De Palma,Craig Wasson,10,0,0,87719.29824561403,0
10000000.0,16.118095750958314,90.0,Action,Relativity Media,Jorma Taccone,Will Forte,5,0,0,111111.11111111111,0
6000000.0,15.607270193858982,90.0,Comedy,Greenestreet Films,Griffin Dunne,Anna Faris,1,0,0,66666.66666666667,1
10000000.0,16.118095750958314,101.0,Comedy,Mandate Pictures,Lorene Scafaria,Steve Carell,6,0,1,99009.900990099,0
20000000.0,16.811242881518265,119.0,Drama,New Line Cinema,Tony Kaye,Edward Norton,10,0,0,168067.2268907563,0
18000000.0,16.705882371415992,131.0,Drama,Rhombus Media,François Girard,Carlo Cecchi,9,0,0,137404.58015267176,0
9500000.0,16.066802461833923,88.0,Comedy,Darko Entertainment,Jason Bateman,Jason Bateman,9,0,0,107954.54545454546,0
10000000.0,16.118095750958314,100.0,Comedy,Entertainment Films,David Schwimmer,Simon Pegg,9,0,0,100000.0,1
10000000.0,16.118095750958314,79.0,Comedy,Universal Pictures,Allan Arkush,Andy Kaufman,12,0,1,126582.27848101266,0
9000000.0,16.012735246411598,121.0,Drama,Treehouse Pictures,Mike Binder,Kevin Costner,9,0,0,74380.1652892562,1
10000000.0,16.118095750958314,126.0,Adventure,Metro-Goldwyn-Mayer (MGM),Werner Herzog,Christian Bale,9,0,0,79365.07936507936,0
10000000.0,16.118095750958314,107.0,Comedy,Big Indie Pictures,Dan Fogelman,Al Pacino,3,0,0,93457.94392523365,0
10000000.0,16.118095750958314,83.0,Drama,Indian Paintbrush,Jay Duplass,Jason Segel,9,0,0,120481.92771084337,0
11500000.0,16.257857680289998,100.0,Action,Working Title Films,Peter Medak,Gary Oldman,9,0,0,115000.0,0
10000000.0,16.118095750958314,89.0,Action,Artisan Entertainment,Steven Soderbergh,Terence Stamp,5,0,0,112359.55056179775,0
6500000.0,15.687312888712007,112.0,Drama,Blackfriars Bridge Films,Paul Haggis,Sandra Bullock,1,0,0,58035.71428571428,1
10000000.0,16.118095750958314,140.0,Drama,Granada Film Productions,Terence Davies,Gillian Anderson,9,0,0,71428.57142857143,0
10000000.0,16.118095750958314,95.0,Horror,Lava Bear Films,Jason Zada,Natalie Dormer,1,0,0,105263.15789473684,1
14000000.0,16.454567959008102,118.0,Adventure,Orion Pictures,Franklin J. Schaffner,Lesley-Anne Down,2,0,0,118644.06779661016,0
10000000.0,16.118095750958314,97.0,Comedy,Scott Rudin Productions,Noah Baumbach,Ben Stiller,4,0,0,103092.78350515464,0
10000000.0,16.118095750958314,98.0,Drama,Summit Entertainment,Chris Weitz,Demián Bichir,6,0,1,102040.8163265306,0
